what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1308927763912
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1308927763912
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1308927763913
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1308927763914
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1308927763914
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1308927763915
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1308927763915
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1308927763916
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1308927763916
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1308927763917
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1308927763918
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1308927763918
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1308927763918
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1308927763919
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1308927763919
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1308927763919
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1308927763919
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1308927763920
os,sysinfo,,,"linux",1308927763923
arch,sysinfo,,,"x86",1308927763923
ws,sysinfo,,,"gtk",1308927763923
locale,sysinfo,,,"en_US",1308927763923
processors,sysinfo,,,"2",1308927763923
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1308927763923
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1308927763923
java.specification.name,sysinfo,,,"Java Platform API Specification",1308927763923
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927763923
java.specification.version,sysinfo,,,"1.6",1308927763923
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927763923
java.version,sysinfo,,,"1.6.0_20",1308927763923
java.vm.info,sysinfo,,,"mixed mode",1308927763923
java.vm.name,sysinfo,,,"OpenJDK Client VM",1308927763923
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308927763923
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927763923
java.vm.specification.version,sysinfo,,,"1.0",1308927763923
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308927763923
java.vm.version,sysinfo,,,"19.0-b09",1308927763923
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1308927766633
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1308927766637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927787155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927787541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927787560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927789796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927790353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927794722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927806387
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927806694
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927806711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927809071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927809206
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1308927810386
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1308927810447
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1308927810510
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1308927810773
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1308927811221
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1308927811253
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1308927811290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927811682
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1308927812343
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1308927812350
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1308927812620
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1308927812683
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1308927812693
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308927812900
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1308927812935
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1308927812938
activated,view,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1308927812954
started,bundle,org.python.pydev.core,2.1.0.2011052613,"org.python.pydev.core",1308927813588
started,bundle,org.python.pydev.debug,2.1.0.2011052613,"org.python.pydev.debug",1308927813588
started,bundle,com.python.pydev.analysis,2.1.0.2011052613,"com.python.pydev.analysis",1308927813661
started,bundle,org.python.pydev,2.1.0.2011052613,"org.python.pydev",1308927813691
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1308927813808
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1308927819460
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1308927819847
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1308927819952
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1308927819968
opened,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308927820235
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1308927820952
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1308927821010
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1308927821079
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1308927821086
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1308927821225
activated,perspective,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.svnPerspective",1308927826762
activated,view,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.repository.RepositoriesView",1308927826784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927830529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927830847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927830864
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927837508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927837938
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927843998
started,bundle,org.gna.eclox.core,0.8.0,"org.gna.eclox.core",1308927844534
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927855600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927855918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927855930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927859453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927869473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927869775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927869797
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927873970
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927874398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927877703
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1308927878491
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927881333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927881916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927881949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927883743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927884278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927891305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927896812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927897495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927897542
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927899645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927904353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927904863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927904924
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927907007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927910672
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927911164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927911186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927912809
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927917461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927917996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927918030
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927920740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927927098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927927578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927927614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927928882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927933950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927934420
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927934461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927936100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927939422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927939753
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927939819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927955055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927963854
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927964402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927964433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927967815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927972584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927973288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927973331
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927975131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927979705
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927980178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927980229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927981918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927984586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927985069
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927985122
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927988865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927996205
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927996722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308927996758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928001180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928019089
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928022191
activated,perspective,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.CPerspective",1308928418365
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1308928418368
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1308928425247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928465868
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928467266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928467266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928467284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928498641
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928500117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928500117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928500176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928509944
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928514854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928514854
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928514880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1308928519471
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928539905
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928541557
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928541557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928541574
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928555988
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928557806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928557807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928557830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928570151
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928571355
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928571356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928571388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928576020
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928577603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928577603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928577640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928586061
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928587431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928587435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928587455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928602452
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928603981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928604002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928608451
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928609629
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928609630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928609655
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928613786
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928615021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928615040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928659456
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928660706
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928660706
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928660726
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928669851
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928671292
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928671292
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928671327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928675356
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928676532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928676532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928676560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928690880
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928691893
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928691893
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928691929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928735387
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928736474
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928736474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928736505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928746550
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928748573
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928748607
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928754941
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928756267
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928756271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928756299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928763452
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1308928765053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1308928765053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928765088
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1308928767909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928784802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928789545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928789579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928789752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928797133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928800413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928800446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928800807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928807369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928810348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928810382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928810528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928815289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928817801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928817844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928818024
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1308928820682
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1308928820689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928822644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928824727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928824755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928824931
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928836163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928838646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928838681
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928838812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928843614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928845814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928845852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928846005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928852712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928855110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928855142
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928855303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928873711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928876427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928876463
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928876599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1308928884108
